id,name__et,name__it,name,wikipedia__et,image,gender,birth_date,given_name,original_wikiname,wikipedia__commons,name__de,name__pl,name__ru,name__fr,name__en,name__lt,name__da,name__sk,name__sl,name__fi,name__ca,name__cs,name__hr,name__la,name__pt,name__ro,name__sv,name__nl,name__es,name__nb,name__nn,name__hu,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__lt,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__sv,occupation,identifier__freebase,identifier__EuroparlMEP,name__uk,wikipedia__fi,wikipedia__la,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__tr,name__vec,name__vls,name__wa,identifier__VIAF,identifier__LCAuth,name__lv,wikipedia__lv,website,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__PACE,identifier__etis_ee,name__ja,wikipedia__ja,wikipedia__tr,name__bm,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__oc,name__pap,name__prg,name__pt_br,name__rgn,name__sr_el,name__sw,name__vi,name__vmf,name__vo,name__wo,name__zu,wikipedia__ca,wikipedia__es,wikipedia__plwikiquote,wikipedia__ro,identifier__GND,identifier__elonet,identifier__DNF,name__hy,wikipedia__hy,identifier__google_knowledge,name__zh,name__he,name__bg,name__be,name__el,name__fa,name__zh_cn,name__zh_hans,name__ka,name__ko,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__fa,wikipedia__he,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__liwikiquote,wikipedia__no,wikipedia__oc,wikipedia__zh,identifier__Munzinger,identifier__FAST,death_date,wikipedia__pt,wikipedia__etwikiquote,wikipedia__nn,family_name,twitter,wikipedia__id,name__az,wikipedia__az,name__ar,name__ta,name__mk,name__hsb,name__tpi,wikipedia__ar,wikipedia__ast,wikipedia__hsb,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__tpi,wikipedia__vi,identifier__parlement,name__yo,name__sr,name__se,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__sco,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__fo,name__zh_hant,name__zh_hk,name__zh_sg,name__zh_tw,name__be_tarask,wikipedia__be_x_old,wikipedia__ukwikiquote
Q2621730,"Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","https://upload.wikimedia.org/wikipedia/commons/8/8f/KE_Jüri_Ratas.jpg",male,1978-07-02,"Jüri","Jüri Ratas","Category:Jüri Ratas","Jüri Ratas","Jüri Ratas","Ратас, Юри","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Georgius Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas","Jüri Ratas",,"Jüri Ratas","Jüri Ratas","Ратас, Юри","Jüri Ratas",politician,/m/09x8rc,,"Юрі Ратас","Jüri Ratas","Georgius Ratas","Юрі Ратас",,,,,,,,,,,,,,,,"Jüri Ratas",,,,,,,,,,,,,,,"Jüri Ratas",,,,,,"Jiri Ratass","Jiri Ratass",,,,,,,,,,,,,,,,,"ユリ・ラタス","ユリ・ラタス","Jüri Ratas",,,,"Jüri Ratas","Jüri Ratas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120411025,,,,,,"尤里·拉塔斯",,,,"Γιούρι Ράτας",,,,,"위리 라타스","Юры Ратас",,"Jüri Ratas","Γιούρι Ράτας",,,,,,"Jüri Ratas",,,"Jüri Ratas",,"尤里·拉塔斯",,,,"Jüri Ratas",,,,,,,,,,,"Jüri Ratas",,,,"Jüri Ratas",,"위리 라타스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q293175,"Ester Tuiksoo",,"Ester Tuiksoo","Ester Tuiksoo",https://upload.wikimedia.org/wikipedia/commons/6/69/KE_Ester_Tuiksoo.jpg,female,1965-03-05,Ester,"Ester Tuiksoo","Category:Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Туйксоо, Эстер","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo","Ester Tuiksoo",,,,,,"Ester Tuiksoo",,,,,,"Ester Tuiksoo","Туйксоо, Эстер",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q307473,"Mart Laar","Mart Laar","Mart Laar","Mart Laar",https://upload.wikimedia.org/wikipedia/commons/4/42/MartLaar2007.jpg,male,1960-04-22,Mart,"Mart Laar","Category:Mart Laar","Mart Laar","Mart Laar","Лаар, Март","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Mart Laar","Лаар, Март","Mart Laar",politician,/m/05d3fl,23862,"Март Лаар","Mart Laar",,"Март Лаар",,,,,,,,,,,,,,,,"Mart Laar",,"Mart Laar",,,,,,,,,,,,,,,,,49299994,n90668416,"Marts Lārs","Marts Lārs",,,,,,,,,,,"0000 0001 1061 5007",123537715,032524072,,,,"マルト・ラール",,"Mart Laar",,,,,,,,,,,"Mart Laar",,,,,,,,"Mart Laar",,,,,,,,,,,,"Mart Laar","Mart Laar",,,128347570,,,"Մարտ Լաառ","Մարտ Լաառ",,"马尔特·拉尔","מארט לאר","Март Лаар","Март Лаар","Μαρτ Λάαρ","مارت لار","马尔特·拉尔","马尔特·拉尔","მარტ ლაარი","마르트 라르","Март Лаар","Март Лаар","Mart Laar","Μαρτ Λάαρ","Mart Laar","مارت لار","מארט לאר","Mart Laar","Mart Laar","Mart Laar","მარტ ლაარი","Mart Laar","Mart Laar","Mart Laar","马尔特·拉尔",00000020482,272222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q312894,"Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts",https://upload.wikimedia.org/wikipedia/commons/0/08/Juhan-Parts.jpg,male,1966-08-27,Juhan,"Juhan Parts","Category:Juhan Parts","Juhan Parts","Juhan Parts","Партс, Юхан","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Juhan Parts","Партс, Юхан","Juhan Parts",politician,/m/01y41c,,"Юхан Партс","Juhan Parts",,"Юхан Партс",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juhan Parts",,,,,,"Juhans Partss","Juhans Partss",,,,,,,,,,,,,,,,,"ユハン・パルツ",,"Juhan Parts",,,,,,,,,,,"Juhan Parts",,,,,,,,"Juhan Parts",,,,,,,,,,,,"Juhan Parts","Juhan Parts",,"Juhan Parts",,,,"Յուհան Պարտս","Յուհան Պարտս",,"尤汉·帕茨",,,"Юган Партс",,"یوهان پارتس","尤汉·帕茨","尤汉·帕茨","იუჰან პარტსი",,"Юган Партс",,"Juhan Parts",,,"یوهان پارتس",,,"Juhan Parts",,"იუჰან პარტსი",,"Juhan Parts","Juhan Parts","尤汉·帕茨",,,,"Juhan Parts","Juhan Parts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"尤漢·帕茨","尤漢·帕茨","尤汉·帕茨","尤漢·帕茨","Юган Партс","Юган Партс","Юхан Партс"
Q334700,"Erki Nool","Erki Nool","Erki Nool","Erki Nool",https://upload.wikimedia.org/wikipedia/commons/0/08/Erki_Nool_2001.jpg,male,1970-06-25,,"Erki Nool","Category:Erki Nool","Erki Nool","Erki Nool","Ноол, Эрки","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool","Erki Nool",,"Erki Nool","Erki Nool","Ноол, Эрки","Erki Nool",politician,/m/034m3f,,"Еркі Ноол","Erki Nool",,"Еркі Ноол",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erki Nols","Erki Nols",,,,,,,,,,,,,,,,,"エルキ・ノール","エルキ・ノール",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erki Nool","Erki Nool",,,,,,"Էրկի Նոոլ","Էրկի Նոոլ",,"埃爾基·諾爾","ארקי נול",,"Эркі Ноал",,"ارکی نول",,,,"에르키 놀","Эркі Ноал",,"Erki Nool",,,"ارکی نول","ארקי נול","Erki Nool",,,,,"Erki Nool",,"埃爾基·諾爾",,,,"Erki Nool",,"Erki Nool",,,,,,,,,,,,,,,"에르키 놀",,,,,,,,,,,,,,,,,,,,,,,"Эрки Ноол","Noolõ Erki","Noolõ Erki","Эрки Ноол",4829,,,,,,,,
Q355241,"Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar",https://upload.wikimedia.org/wikipedia/commons/8/86/RK_Edgar_Savisaar.jpg,male,1950-05-31,Edgar,"Edgar Savisaar","Category:Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Сависаар, Эдгар","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Edgar Savisaar","Сависаар, Эдгар","Edgar Savisaar",politician,/m/02x002,,"Едгар Савісаар","Edgar Savisaar",,"Едгар Савісаар",,,,,,,,,"Edgar Savisaar",,,,,,,"Edgar Savisaar",,,,,,,,,,,,,"Edgar Savisaar",,"Edgar Savisaar",,,,6032752,n90710009,"Edgars Savisārs","Edgars Savisārs",,,,,,,,,,,,,,,,,"エドガル・サヴィサール",,"Edgar Savisaar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar Savisaar","Edgar Savisaar",,"Edgar Savisaar",130190969,,,,,,"埃德加·薩維薩爾",,,"Эдгар Савісаар",,"ادگار ساویسار",,,"ედგარ სავისაარი","에드가르 사비사르","Эдгар Савісаар",,"Edgar Savisaar",,,"ادگار ساویسار",,,,"Edgar Savisaar","ედგარ სავისაარი",,"Edgar Savisaar",,,00000019864,1497570,,,"Edgar Savisaar","Edgar Savisaar",,,,,,,,,,,,,,,"에드가르 사비사르",,,,,,,,,,,,,,,"Edgar Savisaar",,,,,,,,,,,,,"Edgar Savisaar",,,,,,,
Q3735691,"Eerik-Niiles Kross",,"Eerik-Niiles Kross","Eerik-Niiles Kross","https://upload.wikimedia.org/wikipedia/commons/7/7b/Kross,_Eerik-Niiles.IMG_2106.JPG",male,1967-09-08,,"Eerik-Niiles Kross","Category:Eerik-Niiles Kross",,,"Кросс, Ээрик-Нийлес","Eerik-Niiles Kross","Eerik-Niiles Kross",,"Eerik-Niiles Kross",,,"Eerik-Niiles Kross",,,,,,,"Eerik-Niiles Kross","Eerik-Niiles Kross","Eerik-Niiles Kross","Eerik-Niiles Kross","Eerik-Niiles Kross","Eerik-Niiles Kross",,,"Eerik-Niiles Kross",,,,,,"Кросс, Ээрик-Нийлес",,diplomat,/m/0j44z92,,,"Eerik-Niiles Kross",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3736458,"Ants Laaneots",,"Ants Laaneots","Ants Laaneots",https://upload.wikimedia.org/wikipedia/commons/4/44/Ants_Laaneots_-_Laulupidu_2009.jpg,male,1948-01-16,,"Ants Laaneots","Category:Ants Laaneots","Ants Laaneots",,"Лаанеотс, Антс","Ants Laaneots","Ants Laaneots",,"Ants Laaneots",,,"Ants Laaneots",,,,,,,"Ants Laaneots","Ants Laaneots","Ants Laaneots","Ants Laaneots","Ants Laaneots",,,"Ants Laaneots","Ants Laaneots",,,,,,"Лаанеотс, Антс",,officer,/m/02r4ctk,,,"Ants Laaneots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antss Lāneotss","Antss Lāneotss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3736786,"Lauri Vahtre",,"Lauri Vahtre","Lauri Vahtre",https://upload.wikimedia.org/wikipedia/commons/c/c3/Lauri-Vahtre-2010.jpg,male,1960-03-22,Lauri,"Lauri Vahtre","Category:Lauri Vahtre","Lauri Vahtre","Lauri Vahtre",,"Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre","Lauri Vahtre",,,,"Lauri Vahtre",,,,,,,,historian,/m/0cnxhjq,,,"Lauri Vahtre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49639996,,,,,,,,,,,,,,"0000 0000 7837 5145",13579582m,057722056,133815382,4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3740790,"Hardi Volmer",,"Hardi Volmer","Hardi Volmer",https://upload.wikimedia.org/wikipedia/commons/9/93/Hardivolmerhirvepargis.jpg,male,1957-11-08,Hardi,"Hardi Volmer","Category:Hardi Volmer","Hardi Volmer",,"Харди Волмер","Hardi Volmer","Hardi Volmer",,"Hardi Volmer",,,"Hardi Volmer",,,,,,,"Hardi Volmer","Hardi Volmer","Hardi Volmer","Hardi Volmer","Hardi Volmer","Hardi Volmer",,,"Hardi Volmer",,,,,,,,"film director",,,,"Hardi Volmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0901640,d78c2fae-816a-410f-9bf3-e151071cdb59,212660,528635,p244335,212543,154604,265982,116104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3741323,"Raivo Järvi",,"Raivo Järvi","Raivo Järvi","https://upload.wikimedia.org/wikipedia/commons/3/3a/RE_Raivo_Järvi.jpg",male,1954-12-23,,"Raivo Järvi","Category:Raivo Järvi","Raivo Järvi","Raivo Järvi",,"Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi","Raivo Järvi",,,"Raivo Järvi",,,,,,,,politician,/m/0fwhkl,,,"Raivo Järvi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305241029,,,,,nm1877230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3741429,"Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","https://upload.wikimedia.org/wikipedia/commons/b/b6/Tartu_linnapea_Urmas_Kruuse_Tartu_hansalaadal,_20._juuli_2008-crop.jpg",male,1965-07-14,Urmas,"Urmas Kruuse","Category:Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Круузе, Урмас","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse","Urmas Kruuse",,"Urmas Kruuse","Urmas Kruuse","Urmas Kruuse",,,,"Urmas Kruuse","Круузе, Урмас",,politician,/m/0drz2gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urmass Krūse",,,,,,,,,,,,,,,,,,"ウルマス・クルーセ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3741792,"Peeter Kreitzberg",,"Peeter Kreitzberg","Peeter Kreitzberg",https://upload.wikimedia.org/wikipedia/commons/1/1c/SDE_Peeter_Kreitzberg.jpg,male,1948-12-14,Peeter,"Peeter Kreitzberg","Category:Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg",,"Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg","Peeter Kreitzberg",,"Peeter Kreitzberg","Peeter Kreitzberg",,,,"Peeter Kreitzberg","Peeter Kreitzberg",,,politician,/m/0hn8s8t,,,,,,,,,,,,,"Peeter Kreitzberg",,,,,,,,,,,,,,,,,,,,,,,,,,,187906595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111663130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3741812,"Mihhail Stalnuhhin",,"Mihhail Stalnuhhin","Mihhail Stalnuhhin",https://upload.wikimedia.org/wikipedia/commons/4/4b/KE_Mihhail_Stalnuhhin.jpg,male,1961-09-15,"Michaił","Mihhail Stalnuhhin","Category:Mihhail Stalnuhhin","Mihhail Stalnuhhin","Michaił Stalnuchin","Стальнухин, Михаил Анатольевич","Mihhail Stalnuhhin",,"Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin","Mihhail Stalnuhhin",,,,,,,,,,,,"Mihhail Stalnuhhin","Стальнухин, Михаил Анатольевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3741900,"Vladimir Velman",,"Vladimir Velman","Vladimir Velman",https://upload.wikimedia.org/wikipedia/commons/1/1a/KE_Vladimir_Velman.jpg,male,1945-09-25,Vladimir,"Vladimir Velman","Category:Vladimir Velman","Vladimir Velman","Władimir Welman",,"Vladimir Velman",,"Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman","Vladimir Velman",,,,,,,,,,,,"Vladimir Velman",,,journalist,,,,"Vladimir Velman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308734512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3785077,"Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","https://upload.wikimedia.org/wikipedia/commons/1/1b/RE_Taavi_Rõivas.jpg",male,1979-09-26,Taavi,"Taavi Rõivas","Category:Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Рыйвас, Таави","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","Рыйвас, Таави","Taavi Rõivas",politician,,,"Тааві Рийвас","Taavi Rõivas","David Rõivas","Тааві Рийвас",,,"Taavi Rõivas",,,,,,,,,,,,,,"Taavi Rõivas",,,,,,,,,,,,,,"Taavi Rõivas",,,,,,"Tāvi Reivass","Tāvi Reivass",,,,,,,,,,,,,,,,,"ターヴィ・ロイヴァス","ターヴィ・ロイヴァス","Taavi Rõivas",,,"Taavi Rõivas","Taavi Rõivas","Taavi Rõivas",,,,"Taavi Rõivas","Taavi Rõivas","Taavi Rõivas",,,,,,,,"Taavi Rõivas",,,,,,,"Taavi Rõivas",,,,,"Taavi Rõivas","Taavi Rõivas",,"Taavi Rõivas",1105987868,,,,,,"塔维·罗伊瓦斯","טאווי רייוואס",,"Тааві Рыйвас","Τάαβι Ρούιβας","تاوی رویواس",,,"ტაავი რიივასი","타비 로이바스","Тааві Рыйвас",,"Taavi Rõivas","Τάαβι Ρούιβας",,"تاوی رویواس","טאווי רייוואס",,"Taavi Rõivas",,"ტაავი რიივასი",,"Taavi Rõivas","Taavi Rõivas","塔维·罗伊瓦斯",,,,"Taavi Rõivas",,,,taaviroivas,"Taavi Rõivas","Taavi Roivas","Taavi Rıivas","تافي رويفاس","டாவி ரோயிவாசு","Тави Ријвас","Taavi Rõivas","Taavi Rõivas","تافي رويفاس","Taavi Rõivas","Taavi Rõivas","Taavi Rõivas","타비 러이바스","Taavi Rõivas","Категория:Таави Рыйвас","டாவி ரோயிவாசு","Taavi Rõivas","Taavi Rõivas",vjnscmob3zo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382654,"Karel Rüütli",,"Karel Rüütli","Karel Rüütli","https://upload.wikimedia.org/wikipedia/commons/1/18/SDE_Karel_Rüütli.jpg",male,1978-12-25,Karel,"Karel Rüütli","Category:Karel Rüütli","Karel Rüütli","Karel Rüütli",,"Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli","Karel Rüütli",,"Karel Rüütli","Karel Rüütli",,,,,"Karel Rüütli",,,politician,/m/055pmvz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4232659,"Valeri Korb",,"Valeri Korb","Valeri Korb",https://upload.wikimedia.org/wikipedia/commons/b/bb/KE_Valeri_Korb.jpg,male,1954-07-03,Valeri,"Valeri Korb","Category:Valeri Korb","Valeri Korb","Valeri Korb","Корб, Валерий Николаевич","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb","Valeri Korb",,"Valeri Korb","Valeri Korb",,,,,,,,,,"Корб, Валерий Николаевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
