id,name__en,name__fi,name__sv,name__es,name__nl,name__de,name__nb,name__da,name__nn,name__fr,name__hu,name,wikipedia__en,wikipedia__fi,wikipedia__sv,gender,occupation,identifier__ISNI,identifier__VIAF,birth_date,identifier__freebase,family_name,given_name,identifier__Riksdagen,original_wikiname,name__it,name__cy,death_date,name__be_tarask,wikipedia__be_x_old,image,name__af,name__se,name__pl,name__pt,wikipedia__de,wikipedia__es,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__svwikiquote,identifier__IMDB,wikipedia__commons,name__la,name__id,name__uk,wikipedia__da,wikipedia__fr,wikipedia__id,wikipedia__la,wikipedia__pt,wikipedia__uk,identifier__EuroparlMEP,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__ru,name__is,name__hy,wikipedia__eo,wikipedia__is,wikipedia__ru,wikipedia__simple,identifier__SELIBR,twitter,website,wikipedia__et,wikipedia__oc,identifier__LCAuth,identifier__SUDOC,identifier__FAST,name__ko,wikipedia__ko,name__fa,name__zh,wikipedia__fa,identifier__PACE,wikipedia__it,wikipedia__ro,identifier__BNF,identifier__SFDb,identifier__elonet,identifier__kinopoisk,identifier__DNF,wikipedia__sco,wikipedia__nl,name__zh_hant,name__zh_cn,name__el,identifier__OLID,name__bs,name__lmo,name__sl,name__sq,name__ja,name__ar,wikipedia__ar,wikipedia__ca,identifier__GND,wikipedia__tr,wikipedia__mg,name__fo,wikipedia__fo,wikipedia__ja,name__ka,name__ta,name__sh,name__mr,name__mk,name__he,name__be,name__ur,name__ty,name__hsb,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__fawikiquote,wikipedia__he,wikipedia__hsb,wikipedia__hu,wikipedia__hy,wikipedia__ka,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__vi,wikipedia__zh,identifier__parlement,facebook,identifier__wikitree,name__bg,wikipedia__bg,wikipedia__fiwikiquote,wikipedia__ie,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,weblog,name__yo,name__sr,wikipedia__an,wikipedia__bs,wikipedia__gd,wikipedia__hr,wikipedia__io,wikipedia__mk,wikipedia__plwikiquote,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__Munzinger,identifier__GTAA,wikipedia__enwikiquote,wikipedia__etwikiquote,identifier__NTA,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__gl,wikipedia__sk,identifier__Britannica,name__ckb,wikipedia__ckb,wikipedia__sw,name__fit,name__bn,identifier__NLI,name__sah,wikipedia__sah,wikipedia__nds,identifier__PORT,identifier__CSFD,name__sr_el,identifier__kansallisbiografia,name__az,name__hi,name__mn,name__qu,wikipedia__af,wikipedia__az,wikipedia__bn,wikipedia__frwikiquote,wikipedia__hi,wikipedia__mn,wikipedia__qu,wikipedia__se,wikipedia__eu,name__th,wikipedia__th,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__BIBSYS
Q4609816,"Sven-Erik Bucht","Sven-Erik Bucht","Sven-Erik Bucht",,"Sven-Erik Bucht",,"Sven-Erik Bucht",,,"Sven-Erik Bucht",,"Sven-Erik Bucht","Sven-Erik Bucht","Sven-Erik Bucht","Sven-Erik Bucht",male,politician,,,1954-12-28,,,Sven,0781357446917,"Sven-Erik Bucht",,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Socialdemokrat.Sven-Erik_Bucht_1c301_5927.jpg,,,"Sven-Erik Bucht","Sven-Erik Bucht",,,,"Sven-Erik Bucht","Sven-Erik Bucht",,,"Category:Sven-Erik Bucht",,,,,"Sven-Erik Bucht",,,"Sven-Erik Bucht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4692974,"Agne Hansson","Agne Hansson","Agne Hansson","Agne Hansson","Agne Hansson","Agne Hansson",,,,"Agne Hansson","Agne Hansson","Agne Hansson","Agne Hansson",,"Agne Hansson",male,politician,,31968540,1938,,Hansson,Agne,0274710563201,"Agne Hansson",,,,,,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Agne_Hansson,_Sverige_(Bilden_ar_tagen_vid_Nordiska_radets_session_i_Oslo,_2003).jpg",,,,,,,,,,,,"Category:Agne Hansson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693157,"Agneta Berliner","Agneta Berliner","Agneta Berliner","Agneta Berliner","Agneta Berliner","Agneta Berliner",,,,"Agneta Berliner","Agneta Berliner","Agneta Berliner","Agneta Berliner",,"Agneta Berliner",female,politician,,,1958,,,Agneta,0424138087713,"Agneta Berliner",,,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Agneta_Berliner.jpg,,,,,,,,,,"Agneta Berliner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693160,"Agneta Lundberg","Agneta Lundberg","Agneta Lundberg","Agneta Lundberg","Agneta Lundberg","Agneta Lundberg",,,,"Agneta Lundberg","Agneta Lundberg","Agneta Lundberg","Agneta Lundberg",,"Agneta Lundberg",female,politician,,,1947-02-09,,Lundberg,Agneta,0957794828205,"Agneta Lundberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693168,"Agneta Ringman","Agneta Ringman","Agneta Ringman","Agneta Ringman","Agneta Ringman","Agneta Ringman",,,,"Agneta Ringman","Agneta Ringman","Agneta Ringman","Agneta Ringman",,"Agneta Ringman",female,politician,,,1949,,,Agneta,0698785853314,"Agneta Ringman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q470630,"Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson","Peter Eriksson (politician)","Peter Eriksson (poliitikko)","Peter Eriksson (politiker)",male,politician,,31968538,1958-08-03,/m/03sy74,Eriksson,Peter,0447198048312,"Peter Eriksson (politiker)",,,,,,https://upload.wikimedia.org/wikipedia/commons/2/24/Peter_Eriksson.jpg,,"Peter Eriksson","Peter Eriksson",,"Peter Eriksson (Politiker)","Peter Eriksson","Peter Eriksson","Peter Eriksson (politiker)","Peter Eriksson (polityk)","Peter Eriksson",,"Peter Eriksson",,"Peter Eriksson",,"Peter Eriksson","Peter Eriksson (homme politique)","Peter Eriksson (politikus)",,,,124937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,"Peter Eriksson",,,,,,,,,,,"Peter Eriksson",,,"Peter Eriksson",,,,,http://www.mp.se/om/peter-eriksson,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,,,,,,,,,,,,,,,,,,,,,"Peter Eriksson",,,,,,,,
Q4721670,"Alf Eriksson","Alf Eriksson","Alf Eriksson","Alf Eriksson","Alf Eriksson","Alf Eriksson",,,,"Alf Eriksson","Alf Eriksson","Alf Eriksson","Alf Eriksson",,"Alf Eriksson",male,politician,,,1948,,Eriksson,Alf,0667054859301,"Alf Eriksson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4724776,"Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati","Ali Esbati",,"Ali Esbati",male,politician,,68911004,1976-09-12,,,Ali,014386615025,"Ali Esbati",,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Ali_Esbati_2.jpg,,,,,,,,"Ali Esbati",,"Ali Esbati",,"Ali Esbati",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"علی اثباتی",,"علی اثباتی",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730772,"Allan Larsson","Allan Larsson","Allan Larsson",,"Allan Larsson","Allan Larsson","Allan Larsson","Allan Larsson","Allan Larsson","Allan Larsson",,"Allan Larsson","Allan Larsson",,"Allan Larsson",male,journalist,"0000 0001 1048 7666",28712279,1938-04-03,,Larsson,Allan,0970500642209,"Allan Larsson",,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/cb/Larsson,_Allan_-_promotionen_2009.JPG",,,,,,,,,,,,"Category:Allan Larsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106915231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4731041,"Allan Widman","Allan Widman","Allan Widman",,"Allan Widman","Allan Widman","Allan Widman","Allan Widman","Allan Widman","Allan Widman",,"Allan Widman","Allan Widman",,"Allan Widman",male,politician,,,1964,,,Allan,0446541913415,"Allan Widman",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Allan_Widman.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4742133,"Ameer Sachet","Ameer Sachet","Ameer Sachet",,"Ameer Sachet","Ameer Sachet",,,,"Ameer Sachet",,"Ameer Sachet","Ameer Sachet",,"Ameer Sachet",male,politician,,,1963,,,Ameer,0577400273410,"Ameer Sachet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4750415,"Ana Maria Narti","Ana Maria Narti","Ana Maria Narti",,"Ana Maria Narti","Ana Maria Narti",,,,"Ana Maria Narti",,"Ana Maria Narti","Ana Maria Narti",,"Ana Maria Narti",female,politician,"0000 0000 5335 8832",53973096,1936,,,Ana,0283009944701,"Ana Maria Narti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4753726,"Anders Bengtsson","Anders Bengtsson","Anders Bengtsson",,"Anders Bengtsson","Anders Bengtsson",,,,"Anders Bengtsson",,"Anders Bengtsson","Anders Bengtsson",,"Anders Bengtsson (socialdemokrat)",male,politician,,,1968,,Bengtsson,Anders,0546982180011,"Anders Bengtsson (socialdemokrat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4753774,"Anders Flanking","Anders Flanking","Anders Flanking",,"Anders Flanking","Anders Flanking","Anders Flanking","Anders Flanking","Anders Flanking","Anders Flanking",,"Anders Flanking","Anders Flanking",,"Anders Flanking",male,politician,,,1957-10-04,,,Anders,082878762718,"Anders Flanking",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Anders_Flanking.jpg,,,,,,,,,,,,"Category:Anders Flanking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4753779,"Anders G. Högmark","Anders G. Högmark","Anders G. Högmark",,"Anders G. Högmark",,,,,"Anders G. Högmark",,"Anders G. Högmark","Anders G. Högmark",,"Anders G. Högmark",male,politician,,,1945,,,Anders,0502353466300,"Anders G Högmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4753804,"Anders Hansson","Anders Hansson","Anders Hansson",,"Anders Hansson","Anders Hansson",,,,"Anders Hansson",,"Anders Hansson","Anders Hansson (politician)",,"Anders Hansson (moderat)",male,politician,,,1976,,Hansson,Anders,0843345349823,"Anders Hansson (politiker)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4753949,"Anders Wiklund","Anders Wiklund","Anders Wiklund",,"Anders Wiklund","Anders Wiklund",,,,"Anders Wiklund",,"Anders Wiklund","Anders Wiklund",,"Anders Wiklund",male,politician,,,1949,,Wiklund,Anders,0926555793514,"Anders Wiklund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4755577,"Andreas Norlén","Andreas Norlén","Andreas Norlén",,"Andreas Norlén","Andreas Norlén",,,,"Andreas Norlén",,"Andreas Norlén","Andreas Norlén",,"Andreas Norlén",male,politician,,,1973,,,Andreas,0585684563812,"Andreas Norlén",,,,,,"https://upload.wikimedia.org/wikipedia/commons/2/26/Andreas_Norlén_2010.jpg",,,,,,,,,,,,"Category:Andreas Norlén",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4765508,"Anita Brodén","Anita Brodén","Anita Brodén","Anita Brodén","Anita Brodén","Anita Brodén",,,,"Anita Brodén","Anita Brodén","Anita Brodén","Anita Brodén",,"Anita Brodén",female,politician,,,1948-11-22,,,Anita,0977824845202,"Anita Brodén",,,,,,"https://upload.wikimedia.org/wikipedia/commons/9/93/Anita_Broden,_parlamentariker_fran_Sverige,_talar_vid_BSPC_20_i_Helsingfor.jpg",,,,,,,,,,,,"Category:Anita Brodén",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4765556,"Anita Johansson","Anita Johansson","Anita Johansson",,"Anita Johansson","Anita Johansson",,,,"Anita Johansson",,"Anita Johansson","Anita Johansson (politician)",,"Anita Johansson",female,politician,,,1944,,Johansson,Anita,0193303720505,"Anita Johansson",,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/61/Anita_Johansson,_viceordforande_Sveriges_delegation_(Bilden_ar_tagen_vid_Nordiska_radets_session_i_Oslo,_2003).jpg",,,,,,,,,,,,"Category:Anita Johansson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4765559,"Anita Jönsson","Anita Jönsson","Anita Jönsson",,"Anita Jönsson","Anita Jönsson",,,,"Anita Jönsson",,"Anita Jönsson","Anita Jönsson",,"Anita Jönsson",female,politician,,,1947,,"Jönsson",Anita,0682674527208,"Anita Jönsson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4765636,"Anita Sidén","Anita Sidén","Anita Sidén",,"Anita Sidén","Anita Sidén",,,,"Anita Sidén",,"Anita Sidén","Anita Sidén",,"Anita Sidén",female,politician,,,1940,,,Anita,0393171737407,"Anita Sidén",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4766168,"Ann-Charlotte Hammar Johnsson","Ann-Charlotte Hammar Johnsson","Ann-Charlotte Hammar Johnsson",,"Ann-Charlotte Hammar Johnsson",,,,,"Ann-Charlotte Hammar Johnsson",,"Ann-Charlotte Hammar Johnsson","Ann-Charlotte Hammar Johnsson",,"Ann-Charlotte Hammar Johnsson",female,politician,,,1966,,,,0810201628512,"Ann-Charlotte Hammar Johnsson",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Ann-Charlotte_Hammar_Johnsson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4766189,"Ann-Marie Fagerström","Ann-Marie Fagerström","Ann-Marie Fagerström",,"Ann-Marie Fagerström",,,,,"Ann-Marie Fagerström",,"Ann-Marie Fagerström","Ann-Marie Fagerström",,"Ann-Marie Fagerström",female,politician,,,1953,,,,0871076471012,"Ann-Marie Fagerström",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4767056,"Anna Grönlund Krantz","Anna Grönlund Krantz","Anna Grönlund Krantz",,"Anna Grönlund Krantz","Anna Grönlund Krantz","Anna Grönlund Krantz","Anna Grönlund Krantz","Anna Grönlund Krantz","Anna Grönlund Krantz",,"Anna Grönlund Krantz","Anna Grönlund Krantz",,"Anna Grönlund Krantz",female,politician,,,1971,,,Anna,0227924728814,"Anna Grönlund Krantz",,,,,,,,,"Anna Grönlund Krantz",,,,,,"Anna Grönlund Krantz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4767161,"Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra",,"Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra",female,politician,,59061461,1970-04-14,/m/02w2q8f,,Anna,012053331219,"Anna Kinberg Batra",,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Anna_Kinberg_Batra.jpg,,,"Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra",,,"Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra",,"Category:Anna Kinberg Batra",,,"Анна Кінберг Батра","Anna Kinberg Batra","Anna Kinberg Batra",,,"Anna Kinberg Batra","Анна Кінберг Батра",,,,,,,,,,,,,,"Anna Kinberg Batra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anna Kinberg Batra",,,,,,,,,,,,,,,,,,,,,,,"Кинберг Батра, Анна","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Anna Kinberg Batra","Кинберг Батра, Анна","Anna Kinberg Batra",256967,kinbergbatra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
