id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,identifier__Munzinger,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,original_wikiname,name__af,wikipedia__af,wikipedia__plwikiquote,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__GNC,identifier__publicwhip,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,name__yue,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,twitter,name__ta,wikipedia__ta,identifier__discogs,identifier__TWFY,identifier__bbc_democracy_live,identifier__Britannica,identifier__FAST,identifier__N6I,identifier__parliamentary_record,identifier__CSPAN,name__sh,wikipedia__sh,wikipedia__hiwikiquote,identifier__BNE,identifier__OLID,occupation,identifier__BBC_things,name__nrm,wikipedia__nrm,identifier__snac,noble_title,identifier__DoUB,wikipedia__sl,identifier__nobel_prize,identifier__MGP,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,name__fit,identifier__wikitree,wikipedia__enwikinews,identifier__guardian_topic,identifier__PACE,wikipedia__cawikiquote,wikipedia__bgwikiquote,identifier__nlg,facebook
Q337030,"John Laird, Baron Laird","John Laird, Baron Laird",https://upload.wikimedia.org/wikipedia/commons/6/62/Lord_Laird.jpg,male,305410710,,no2013112543,1944-04-23,/m/027qmkn,John,,,,,,,,,,,,,,,,,,,,,,,"John Laird, Baron Laird",,"John Laird, Baron Laird",,"John Laird, Baron Laird",,,,,"John Laird, Baron Laird",,,"John Laird, Baron Laird",,,,,,,,,,,"John Laird, Baron Laird","John Laird, Baron Laird",,,,,,,,,,,,,,,,,,mr-john-laird-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lords/lord-laird/2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,"John Laird, Baron Laird d'Artigarvan","John Laird, Baron Laird d'Artigarvan",w61h0nhw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q337970,"Michelle Gildernew","Michelle Gildernew",https://upload.wikimedia.org/wikipedia/commons/5/5d/Michelle_Gildernew.jpg,female,,,,1970-03-28,/m/025q4k,Michelle,http://www.fermanaghsouthtyronesf.com/representatives/14550,,,,,,,,,,,,,,,,,,,,,,"Michelle Gildernew",,"Michelle Gildernew",,"Michelle Gildernew",,,"Michaela Gildernew",,"Michelle Gildernew",,,"Michelle Gildernew","Michelle Gildernew",,,,,,,,,,,"Michelle Gildernew",,,,,,,,,"Michaela Gildernew",,,,,,"Michelle Gildernew",,,ms-michelle-gildernew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/michelle-gildernew/1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q338273,"David Burnside","David Burnside",https://upload.wikimedia.org/wikipedia/commons/d/d7/David_Burnside.JPG,male,,,,1951-08-24,/m/025lb1,David,http://www.uup.org/,,,,,,,,,,,,,,,,,,,,,,"David Burnside",,"David Burnside",,"David Burnside",,,,,"David Burnside",,,"David Burnside","David Burnside",,,"David Burnside","David Burnside","David Burnside",,,,,,"David Burnside",,,,,,,,,,,,,,,"David Burnside",,,mr-david-burnside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3476695,"Seamus Mallon","Seamus Mallon",,male,,,,1936-08-17,/m/01n7p0,Seamus,,,,,,,,,,,,,,,,,,,,,,,"Seamus Mallon",,"Seamus Mallon",,"Seamus Mallon","Seamus Mallon",,,,"Seamus Mallon",,,"Seamus Mallon",,,,,,,,,,,,"Seamus Mallon",,,"Seamus Mallon","Seamus Mallon",,,,,,,,,,,,,,mr-seamus-mallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"希莫斯·馬倫",,"希莫斯·马伦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaelic football player",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3499853,"Jim Allister","Jim Allister",https://upload.wikimedia.org/wikipedia/commons/9/90/JimAllister.jpg,male,1990788,,nb2006011084,1953-04-02,/m/035ymk,Jim,,,,28512,,,,,,,,,,,,,,,,"吉姆·阿利斯特","Jim Allister",,"Jim Allister",,"Jim Allister",,"Jim Allister","Jim Allister",,,,"Jim Allister",,"Jim Allister","Jim Allister","Jim Allister",,,"Jim Allister","Jim Allister","Jim Allister",,,,,"Jim Allister","Jim Allister",,,"Jim Allister",,"Jim Allister",,,,,,,"Jim Allister",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Allister",,,,,,"Jim Allister",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,a5638810-9e3e-4ec6-8054-9750cf81fe8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3545632,"Austin Currie","Austin Currie",https://upload.wikimedia.org/wikipedia/commons/9/9f/Austin_Currie_2014_(cropped).jpg,male,40485830,,nr2004035763,1939-10-11,,Austin,,,,,,,"0000 0000 5544 1605",,09511209X,,,,,,,,,,,"奧斯汀·柯里",,,"Austin Currie",,"Austin Currie",,"Austin Currie",,,,,"Austin Currie",,"Austin Currie","Austin Currie",,,,,,,,,,,,"Austin Currie",,,,,"Austin Currie",,,,,,,,,,,,,,,,,,"أوستن كوري",,,,,,,,,,,,"أوستن كوري",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin Currie","Austin Currie",,,,,,,,,,,,,,,,,,,,,,,,,,1600473,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3807885,"Jennifer McCann","Jennifer McCann",https://upload.wikimedia.org/wikipedia/commons/5/5b/JenniferMcCann.jpg,female,,,,1960-03-01,,Jennifer,,,,,,,,,,,,,,,,,,,,,,,"Jennifer McCann","Маккенн, Дженнифер","Jennifer McCann",,"Jennifer McCann",,"Jennifer McCann",,,"Jennifer McCann",,,"Jennifer McCann",,,,,,,,,,,,"Jennifer McCann",,,,,,,,"Jennifer McCann",,,,,"Маккенн, Дженнифер",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q392000,"David Simpson","David Simpson",https://upload.wikimedia.org/wikipedia/commons/f/fa/David_Simpson.jpg,male,,,,1959-02-16,/m/05kjrf,David,http://www.mydup.com/who-we-are/david-simpson,,,,,,,,,,,,,,,,,,,,,,"David Simpson",,"David Simpson",,"David Simpson",,,,,"David Simpson",,,"David Simpson",,,,,,,,,,,,"David Simpson (British politician)",,,,,,,,,,,,,,,,,,mr-david-simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/david-simpson/1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q428996,"Pat Sheehan","Pat Sheehan",https://upload.wikimedia.org/wikipedia/commons/5/5b/Pat_Sheehan.jpg,male,,,,1958-05-28,/m/0fphcmx,Pat,,,,,,,,,,,,,,,,,,,,"帕特·希恩",,,"Pat Sheehan","Пэт Шиэн","Pat Sheehan",,"Pat Sheehan",,,,,"Pat Sheehan",,,"Pat Sheehan",,,,,,,,,,,"Pat Sheehan","Pat Sheehan (Irish republican)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"패트릭 시한",,,,,,,,,,,,,,,,,"패트릭 시한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q434460,"Anna Lo","Anna Lo",https://upload.wikimedia.org/wikipedia/commons/e/e4/Anna_Lo_MLA.jpg,female,,,,1950-06-17,/m/02pxjrn,Anna,,,,,,,,,,,,,,,,,,,,"盧曼華",,,"Anna Lo",,"Anna Lo",,"Anna Lo",,,,,"Anna Lo",,,"Anna Lo","Anna Lo",,,"Anna Lo",,,,,,,"Anna Lo","Anna Lo",,,,,,,,,,,,,,,,"盧曼華",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anna Lo",,,,,,,,,,"アンナ・ロー",,,,,,,,,,,,,,,,,,,,"卢曼华","盧曼華","盧曼華","卢曼华","卢曼华","盧曼華",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"盧曼華",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q450673,"Bairbre de Brún","Bairbre de Brún","https://upload.wikimedia.org/wikipedia/commons/b/b9/Bairbre_de_Brún_2008-10-19_Strasbourg.jpg",female,81386337,137155948,,1954-01-10,/m/035yns,,,,,28511,,,,,,,,,,,,,,,,,"Bairbre de Brún",,"Bairbre de Brún",,"Bairbre de Brún",,"Bairbre de Brún",,,,,"Bairbre de Brún",,,"Bairbre de Brún",,,,,,,,,,,"Bairbre de Brún","Bairbre de Brún",,,,"Bairbre de Brún",,,,,,,"Bairbre de Brún","Bairbre de Brún",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bairbre de Brún",,,,,,"Bairbre de Brún",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4681140,"Addie Morrow","Addie Morrow",,male,,,,1928-07-17,,,,,,,,2012-03-30,,,,,,,,,,,,,,,,,"Addie Morrow",,,,"Addie Morrow",,,,,"Addie Morrow",,,"Addie Morrow",,,,,,,,,,,,"Addie Morrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4685214,"Adrian McQuillan","Adrian McQuillan",,male,,,,1965-06-08,,Adrian,,,,,,,,,,,,,,,,,,,,,,,"Adrian McQuillan",,,,"Adrian McQuillan",,"Adrian McQuillan",,,"Adrian McQuillan",,,"Adrian McQuillan",,,,,,,,,,,,"Adrian McQuillan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707013,"Alan Kane","Alan Kane",,male,,,,,,Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alan Kane",,,"Alan Kane",,,,,,,,,,,,"Alan Kane (politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707281,"Alan McFarland","Alan McFarland",https://upload.wikimedia.org/wikipedia/commons/b/be/A14c.png,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,,,"Alan McFarland","Алан МакФарланд","Alan McFarland",,"Alan McFarland",,"Alan McFarland",,,"Alan McFarland",,,"Alan McFarland",,,,,,,,,,,,"Alan McFarland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4708772,"Alastair Ross","Alastair Ross",https://upload.wikimedia.org/wikipedia/commons/f/fc/Alastair_Ross_DUP.jpg,male,,,,1981-03-04,,Alastair,,,,,,,,,,,,,,,,,,,,,,,"Alastair Ross",,"Alastair Ross",,"Alastair Ross",,"Alastair Ross",,,"Alastair Ross",,,"Alastair Ross",,,,,,,,,,,,"Alastair Ross",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4709010,"Alban Maginness","Alban Maginness",https://upload.wikimedia.org/wikipedia/commons/4/46/Alban_Maginness.jpg,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,,,"Alban Maginness",,"Alban Maginness",,"Alban Maginness",,"Alban Maginness",,,"Alban Maginness",,,"Alban Maginness",,,,,,,,,,,,"Alban Maginness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716637,"Alex Attwood","Alex Attwood","https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,"Alex Attwood",,"Alex Attwood",,"Alex Attwood",,"Alex Attwood",,,,,"Alex Attwood",,,"Alex Attwood","Alex Attwood",,,,,,,,,,,"Alex Attwood",,,,,,,,,,,,"Alex Attwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"アレックス・アットウッド",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716944,"Alex Easton","Alex Easton",https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,,,"Alex Easton",,,,"Alex Easton",,,,,"Alex Easton",,,"Alex Easton",,,,,,,,,,,,"Alex Easton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730490,"Allan Bresland","Allan Bresland",,male,,,,1945-08-16,,Allan,,,,,,,,,,,,,,,,,,,,,,,"Allan Bresland",,"Allan Bresland",,"Allan Bresland",,"Allan Bresland",,,"Allan Bresland",,,"Allan Bresland",,,,,,,,,,,,"Allan Bresland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768269,"Anne Dickson","Anne Dickson",,female,,,,1928-04-18,,Anne,,,,,,,,,,,,,,,,,,,,,,,"Anne Dickson",,"Anne Dickson",,"Anne Dickson",,"Anne Dickson",,,"Anne Dickson",,,"Anne Dickson",,,,,,,,,,,,"Anne Dickson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne Dickson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4769268,"Annie Courtney","Annie Courtney",,female,,,,,,Annie,,,,,Courtney,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annie Courtney",,,"Annie Courtney",,,,,,,,,,,,"Annie Courtney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/mla/13769,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478702,"Jim Shannon","Jim Shannon",https://upload.wikimedia.org/wikipedia/commons/b/b7/JimShannon.jpg,male,,,,1955-03-25,/m/027vm7t,Jim,http://www.parliament.uk/biographies/commons/jim-shannon/4131,,,,,,,,,,,,,,,,,,,,,,"Jim Shannon",,,,"Jim Shannon",,,,,"Jim Shannon",,,"Jim Shannon",,,,,,,,,,,,"Jim Shannon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/jim-shannon/4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jim_shannon,,,,,,,,,,,,,,,,,,,,,,,,,jim_shannon,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4792148,"Arlene Foster","Arlene Foster",https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,/m/0835kg,Arlene,http://arlenefoster.org.uk/,,,,,,,,,,,,,,,,,,,"阿爾琳·福斯特",,,"Arlene Foster",,"Arlene Foster",,"Arlene Foster",,"Arlene Foster","Arlene Foster",,"Arlene Foster",,"Arlene Foster","Arlene Foster",,,,,,,,,,,"Arlene Foster","Arlene Foster","Arlene Foster",,,"Arlene Foster","Arlene Foster",,,"Arlene Foster","Arlene Foster",,,,,,,"阿琳·福斯特",,,,,,,"أرلين فوستر",,,,,,,,,,"알린 포스터",,"أرلين فوستر",,,,,,,"Category:Arlene Foster",,,,,,,,"알린 포스터",,,,,,,,,,,,"アーリーン・フォスター",,,,,"Arlene Foster",,,,,,,,,,"Arlene Foster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,9365406e-dc41-4855-84cf-c6990bb3ef2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4798477,"Arthur Doherty","Arthur Doherty",,male,,,,1932-01-19,,Arthur,,,,,,2003-02-06,,,,,,,,,,,,,,,,,"Arthur Doherty",,,,"Arthur Doherty",,,,,"Arthur Doherty",,,"Arthur Doherty",,,,,,,,,,,,"Arthur Doherty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4822963,"Austin Ardill","Austin Ardill",,male,,,,1917,,Austin,,,,,,2010-10-12,,,,,,,,,,,,,,,,,"Austin Ardill",,,,"Austin Ardill",,"Austin Ardill",,,"Austin Ardill",,,"Austin Ardill",,,,,,,,,,,,"Austin Ardill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4864486,"Barry McElduff","Barry McElduff",https://upload.wikimedia.org/wikipedia/commons/7/73/Barry_McElduff.jpg,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,,,"Barry McElduff",,,,"Barry McElduff",,,,,"Barry McElduff",,,"Barry McElduff",,,,,,,,,,,,"Barry McElduff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4867162,"Basil Glass","Basil Glass",,male,,,,1926-04-21,,Basil,,,,,,2005-09-30,,,,,,,,,,,,,,,,,"Basil Glass",,,,"Basil Glass",,"Basil Glass",,,"Basil Glass",,,"Basil Glass",,,,,,,,,,,,"Basil Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
