id,name__fr,name__nb,name__da,name__nn,name__sv,name__en,name__nl,name,wikipedia__fr,image,gender,identifier__VIAF,identifier__BNF,birth_date,family_name,given_name,identifier__sycomore,twitter,original_wikiname,name__en_ca,name__en_gb,name__es,name__de,name__ca,name__oc,name__it,name__hu,wikipedia__en,wikipedia__oc,facebook,name__tr,wikipedia__de,wikipedia__tr,identifier__SUDOC,identifier__freebase,name__pl,name__ro,wikipedia__pl,wikipedia__ro,website,identifier__EuroparlMEP,name__la,wikipedia__ca,wikipedia__it,wikipedia__la,name__ru,name__el,identifier__ISNI,name__pt,name__mk,name__eo,name__uk,name__zh,wikipedia__commons,wikipedia__el,wikipedia__eo,wikipedia__frwikiquote,wikipedia__pt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__LCAuth,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ja,name__vi,name__hr,name__ar,wikipedia__ar,wikipedia__da,wikipedia__es,wikipedia__hr,wikipedia__ja,wikipedia__lb,wikipedia__vi,identifier__IMDB,name__mg,wikipedia__mg,name__de_ch,name__br,wikipedia__br,wikipedia__ru,name__eu,name__he,name__yo,name__ms,name__et,name__id,name__ckb,name__fi,name__mr,name__fa,name__bg,name__io,name__lt,name__be,name__cs,name__sco,name__cy,name__hy,name__ie,name__ko,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__cy,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__frwikinews,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__ko,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sv,wikipedia__yo,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__FAST,death_date,name__mwl,wikipedia__mwl,identifier__MusicBrainz,identifier__NTA,name__af,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,instagram,wikipedia__simple,name__ta,wikipedia__ta,wikipedia__nrm,identifier__senatDOTfr,wikipedia__cswikiquote,linkedin,identifier__PACE,name__mn,wikipedia__mn,identifier__CANTIC,name__kw,name__sr_ec,name__sh,name__hi,name__th,name__km,name__ka,name__sr,name__sq,name__lv,wikipedia__af,wikipedia__als,wikipedia__ast,wikipedia__be,wikipedia__enwikinews,wikipedia__frp,wikipedia__frwikisource,wikipedia__ga,wikipedia__gl,wikipedia__hi,wikipedia__ka,wikipedia__km,wikipedia__kw,wikipedia__lv,wikipedia__mk,wikipedia__nds,wikipedia__nn,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__th,name__gv,wikipedia__gv,name__be_tarask,wikipedia__be_x_old,identifier__PTBNP,wikipedia__sl,identifier__parlement,name__bs,name__ceb,name__lmo,name__bo,name__mzn,name__nov,name__pih,wikipedia__bo,wikipedia__ia,wikipedia__mzn,wikipedia__ruwikiquote,name__szl,wikipedia__szl,name__az,wikipedia__az,wikipedia__trwikiquote,wikipedia__is,identifier__Britannica,identifier__GTAA,name__ty,wikipedia__ty,identifier__SBN_it,identifier__kinopoisk,identifier__NLA,wikipedia__bs,name__arz,name__bcl,name__bn,name__dsb,name__ext,name__fy,name__hsb,name__jv,name__kk,name__kn,name__lad,name__my,name__pam,name__qu,name__se,name__so,name__tl,name__tt,name__uz,name__vep,name__war,name__xmf,name__yi,name__ku,name__mt,name__pa,name__ln,name__hak,name__eml,name__yue,name__ne,name__kab,name__fo,name__ml,name__ur,name__ce,name__av,wikipedia__an,wikipedia__arz,wikipedia__av,wikipedia__bcl,wikipedia__bn,wikipedia__cawikinews,wikipedia__ce,wikipedia__co,wikipedia__dsb,wikipedia__elwikiquote,wikipedia__eml,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__ext,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__hak,wikipedia__hewikiquote,wikipedia__hsb,wikipedia__jv,wikipedia__kab,wikipedia__kg,wikipedia__kk,wikipedia__kn,wikipedia__ku,wikipedia__lad,wikipedia__lmo,wikipedia__ln,wikipedia__ml,wikipedia__mt,wikipedia__my,wikipedia__nlwikiquote,wikipedia__pam,wikipedia__pa,wikipedia__ptwikinews,wikipedia__qu,wikipedia__scn,wikipedia__se,wikipedia__so,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__yi,wikipedia__zh_yue,identifier__CiNii,identifier__BNE,identifier__BIBSYS,name__rw,wikipedia__rw,name__xh,name__tw,wikipedia__ceb,wikipedia__pcd,wikipedia__tw,wikipedia__xh,wikipedia__pms,identifier__ULAN,identifier__NDL,wikipedia__eswikiquote,name__bm,name__frc,name__jam,name__pap,name__prg,name__rgn,name__vmf,wikipedia__zh_min_nan,name__nan,name__kl,wikipedia__ptwikiquote,wikipedia__dewikinews,identifier__NNDB,identifier__CSPAN,name__ug,name__wuu,wikipedia__arwikiquote,wikipedia__ug,wikipedia__wuu,identifier__NKC,identifier__IIAF,wikipedia__fawikiquote,identifier__CSFD,identifier__bigenc_ru,identifier__OLID,wikipedia__azb,identifier__google_knowledge,identifier__guardian_topic,name__azb
Q3573638,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,"Yves Durand (homme politique, 1946)",,male,88043844,12089002z,1946-06-06,Durand,Yves,2760,,"Yves Durand (homme politique, 1946)",,,Yves Durand,Yves Durand,,,,Yves Durand,Yves Durand (politician),,,,,,02921730X,,,,,,,,,,,,"Дюран, Ив",,0000 0001 2119 5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Дюран, Ив",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573671,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,https://upload.wikimedia.org/wikipedia/commons/4/4a/DeputeXIVeLegVeRep-Yves_Goasdoue2.jpg,male,,,1959-08-22,,Yves,18434,yvesgoasdoue,Yves Goasdoué,,,,Yves Goasdoué,,,,,Yves Goasdoué,,,,Yves Goasdoué,,,,,,,,,,,,,,,,,,,,,,Category:Yves Goasdoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573964,Yves Simon,Yves Simon,Yves Simon,Yves Simon,Yves Simon,Yves Simon,,Yves Simon,Yves Simon (homme politique),,male,27279799,14403609w,1951-09-10,Simon,Yves,10772,,Yves Simon (homme politique),,,,,,,,,,,,,,,060503947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3574002,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,,male,120768584,16204065w,1950-06-05,,Yves,17399,,Yves Vandewalle,,,Yves Vandewalle,Yves Vandewalle,,,,Yves Vandewalle,Yves Vandewalle,,,,,,092021417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3579898,Édouard Jacque,Édouard Jacque,Édouard Jacque,Édouard Jacque,Édouard Jacque,Édouard Jacque,,Édouard Jacque,Édouard Jacque,https://upload.wikimedia.org/wikipedia/commons/5/58/Édouard_Jacque_par_Claude_Truong-Ngoc_janvier_2016.jpg,male,,,1963-02-10,,Édouard,10700,,Édouard Jacque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Édouard Jacque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3587715,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,https://upload.wikimedia.org/wikipedia/commons/3/37/ElieAboud.jpg,male,,,1959-10-12,,Élie,17392,Elie_ABOUD,Élie Aboud,,,Élie Aboud,Élie Aboud,,,Élie Aboud,Élie Aboud,Élie Aboud,,,,Élie Aboud,,,,Élie Aboud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élie Aboud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3587909,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,,female,314855052,16948221t,1955-04-19,,Élisabeth,18499,ElisabethPochon,Élisabeth Pochon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3588175,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,,Émeric Bréhier,Émeric Bréhier,https://upload.wikimedia.org/wikipedia/commons/2/2e/Emeric_Bréhier.jpg,male,210239329,,1971-12-26,,Émeric,18370,,Émeric Bréhier,,,,,,,,,,,emeric.brehier,,,,124524591,,,,,,http://www.brehier.fr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3591087,Éric Diard,Éric Diard,Éric Diard,Éric Diard,Éric Diard,Éric Diard,Éric Diard,Éric Diard,Éric Diard,https://upload.wikimedia.org/wikipedia/commons/b/b1/Eric_Diard.jpg,male,22469219,157423304,1965-07-21,,Éric,10661,Ericdiard,Éric Diard,,,Éric Diard,Éric Diard,,,,Éric Diard,Éric Diard,,eric.diard.3,,,,074763164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3591368,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,Éric Straumann,https://upload.wikimedia.org/wikipedia/commons/a/a0/Portrait_Éric_Straumann_assemblée_nationale.jpg,male,309560529,16763940w,1964-08-17,,Éric,17379,ericstraumann,Éric Straumann,,,Éric Straumann,Éric Straumann,,,,Éric Straumann,Éric Straumann,,,,Éric Straumann,,,,,,,,,,,,,,,,,,,,,,Category:Éric Straumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3592334,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,Étienne Pinte,https://upload.wikimedia.org/wikipedia/commons/2/23/Etienne_Pinte.jpg,male,15055939,150473575,1939-03-19,,Étienne,5951,,Étienne Pinte,,,Étienne Pinte,Étienne Pinte,,,,Étienne Pinte,Étienne Pinte,,,Étienne Pinte,,Étienne Pinte,059854529,,,,,,,,,,,,,,0000 0000 5886 550X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q365638,Guy Drut,Guy Drut,Guy Drut,Guy Drut,Guy Drut,Guy Drut,Guy Drut,Guy Drut,Guy Drut,https://upload.wikimedia.org/wikipedia/commons/1/11/Guy_Drut_1972.JPG,male,91767641,119006773,1950-12-06,,Guy,2604,,Guy Drut,,,Guy Drut,Guy Drut,,,Guy Drut,Guy Drut,Guy Drut,,,Guy Drut,Guy Drut,Guy Drut,026838117,/m/029vj1,Guy Drut,,Guy Drut,,,,,,Guy Drut,,,,0000 0000 6642 3170,Guy Drut,,Guy Drut,Ґі Дрю,,Category:Guy Drut,,Guy Drut,,Guy Drut,Ґі Дрю,,121090981,n88607880,,,,,,,,ギー・ドルー,,,,,Guy Drut,,,ギー・ドルー,,,,,,,,,"Дрю, Ги",Guy Drut,,,,Guy Drut,,,Guy Drut,,,,,,,Guy Drut,,,,,,,,Guy Drut,,Guy Drut,Guy Drut,,Guy Drut,,,Guy Drut,,,,,,,,,,Guy Drut,Guy Drut,,,,Guy Drut,,,01000051326,,223075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guy Drut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guy Drut,,,,,,,,,,,Guy Drut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7984,,,,,,,,
Q371696,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,"https://upload.wikimedia.org/wikipedia/commons/7/74/Nicolas_Sarkozy,_Joelle_et_Charles_Ceccaldi_Raynaud,_2005.jpg",female,,,1951-02-09,,Joëlle,10597,,Joëlle Ceccaldi-Raynaud,,,Joëlle Ceccaldi-Raynaud,,,,,Joëlle Ceccaldi-Raynaud,Joëlle Ceccaldi-Raynaud,,,,,,,,,,,,,,,,,,Жоэлль Секкальди-Рейно,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q385437,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,"https://upload.wikimedia.org/wikipedia/commons/0/00/Strauss-Kahn,_Dominique_(official_portrait_2008).jpg",male,64012171,11925647s,1949-04-25,,Dominique,6913,,Dominique Strauss-Kahn,,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,027150283,/m/05m2sm,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,,Dominicus Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominicus Strauss-Kahn,"Стросс-Кан, Доминик",Ντομινίκ Στρος-Καν,0000 0001 2136 3685,Dominique Strauss-Kahn,,Dominique Strauss-Kahn,Домінік Стросс-Кан,多米尼克·斯特劳斯-卡恩,Dominique Strauss-Kahn,Ντομινίκ Στρος-Καν,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Домінік Стросс-Кан,多米尼克·斯特劳斯-卡恩,121837106,n50013896,,,,,,,,ドミニク・ストロス＝カーン,Dominique Strauss-Kahn,,دومينيك ستراوس كان,دومينيك ستراوس كان,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,ドミニク・ストロス＝カーン,,Dominique Strauss-Kahn,nm1234492,,,,,,"Стросс-Кан, Доминик",Dominique Strauss-Kahn,דומיניק סטראוס-קאהן,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,Dominique Strauss-Kahn,,دومینیک استراوس-کان,Доминик Строс-Кан,,,Дамінік Строс-Кан,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,,도미니크 스트로스칸,Доминик Строс-Кан,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,دومینیک استروس-کان,Dominique Strauss-Kahn,Catégorie:Dominique Strauss-Kahn,דומיניק סטראוס-קאהן,Dominique Strauss-Kahn,,Dominique Strauss-Kahn,,,,도미니크 스트로스칸,,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Dominique Strauss-Kahn,Категория:Доминик Стросс-Кан,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,,00000022132,,4288,,,,,087694743,,,,,,,,,,,Dominique Strauss-Kahn,Dominique Strauss-Kahn,,Dominique Strauss-Kahn,,,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,Dominique Strauss-Kahn,டொமினிக் ஸ்ட்ராஸ்-கான்,டொமினிக் ஸ்ட்ராஸ்-கான்,,,Dominique Strauss-Kahn,,,,,,,,Dominique Strauss-Kahn,,ดอมีนิก สโทรส-กาน,,,Доминик Строс-Кан,,Dominiks Stross-Kāns,,Dominique Strauss-Kahn,,Дамінік Строс-Кан,Category:Dominique Strauss-Kahn,,,,Dominique Strauss-Kahn,,,,,Dominiks Stross-Kāns,,,,Dominique Strauss-Kahn,,,Доминик Строс-Кан,ดอมีนิก สโทรส-กาน,,,Дамінік Строс-Кан,Дамінік Строс-Кан,,,vi9tf37571z1,,,,,,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,,,,,,Dominique Strauss-Kahn,,,,,,Dominique Strauss-Kahn,,,,,,,,,,,Dominique Strauss-Kahn,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,Dominique Strauss-Kahn,,,,,,Dominique Strauss-Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kategorie:Dominique Strauss-Kahn,041/000161555,dominiquestrausskahn,,,,,,,,,,,,,,world/dominique-strauss-kahn,
Q385595,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,Christian Vanneste,https://upload.wikimedia.org/wikipedia/commons/e/e0/Vanneste_(cropped).jpg,male,166036732,16257248m,1947-07-14,Vanneste,Christian,7415,,Christian Vanneste,,,Christian Vanneste,Christian Vanneste,,,,Christian Vanneste,Christian Vanneste,,,,Christian Vanneste,,074763482,/m/0f56yt,Christian Vanneste,,Christian Vanneste,,,,,,,,Кристиан Ваннест,,0000 0001 2198 0122,,,,,,Category:Christian Vanneste,,,,,,,1058895915,no2014046394,,,,,,,,,,,,,,,,,,,,,,,,,"Ваннест, Кристиан",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q387058,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,Daniel Paul,,male,226736885,131831999,1943-08-16,Paul,Daniel,5721,,Daniel Paul,,,Daniel Paul,Daniel Paul,,,,Daniel Paul,Daniel Paul,,,,,,035345926,/m/04_0fsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دانیل پل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
