id,name__da,name__pl,name__nb,name__en,name__fr,name__de,name__fo,name__is,name__kl,name__nn,name__sv,name__nl,name__es,name__hu,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__no,wikipedia__pl,image,gender,occupation,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,given_name,website,identifier__EuroparlMEP,weblog,twitter,original_wikiname,name__it,name__ru,instagram,facebook,name__id,wikipedia__id,wikipedia__sv,name__nds,name__lb,name__zh,name__he,name__ko,name__be,name__ta,name__oc,name__ms,name__lv,name__gl,name__et,name__ja,name__br,name__el,name__vi,name__sh,name__ar,name__pt,name__eo,name__tr,name__ro,name__se,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__io,name__fa,name__az,name__lt,name__pt_br,name__cy,name__de_ch,name__en_ca,name__en_gb,name__sr,name__lmo,name__sco,name__arz,name__ie,name__la,name__sk,name__hy,name__th,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dawikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__se,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__LCAuth,identifier__IMDB,identifier__NNDB,identifier__Munzinger,identifier__parlement,identifier__quora,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,family_name,identifier__IIAF,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__FAST,identifier__PACE,identifier__OLID,identifier__BIBSYS,identifier__SELIBR,name__ka,identifier__NTA,wikipedia__dewikiquote,wikipedia__fiwikiquote,name__sl,wikipedia__sl,identifier__snac,identifier__google_knowledge,name__ia,wikipedia__ia,wikipedia__kl,identifier__MusicBrainz,name__sq,wikipedia__sq,linkedin,name__sr_el,name__sr_ec,identifier__NLI,wikipedia__eswikiquote,name__bar,name__fit,identifier__google_scholar,identifier__discogs,wikipedia__ukwikiquote,identifier__allmovie,identifier__SFDb,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__ne_se,name__de_at,name__gsw,wikipedia__cswikiquote,wikipedia__svwikiquote,name__jv,name__qu,name__yo,name__eu,name__hsb,name__bg,wikipedia__bg,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__yo,identifier__GTAA,identifier__nlg,political_alignment,wikipedia__frwikiquote,identifier__PORT,identifier__CSFD,name__bs,name__bn,name__ga,name__ast,name__hr,name__an,name__ku,name__mr,name__vro,name__tt,name__ba,name__ne,name__mg,wikipedia__an,wikipedia__ast,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mg,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__tt,identifier__GNC,name__ur,wikipedia__ur,wikipedia__nowikiquote,wikipedia__dawikisource
Q12318297,"Inge-Lene Ebdrup",,"Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup","Inge-Lene Ebdrup",,,"Inge-Lene Ebdrup",,"Inge-Lene Ebdrup",,,,,,,female,politician,,,1975-09-07,,,http://www.ft.dk/Folketinget/findMedlem/VINLE.aspx,,,,"Inge-Lene Ebdrup","Inge-Lene Ebdrup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318302,"Inge Dahl-Sørensen",,,"Inge Dahl-Sørensen","Inge Dahl-Sørensen",,,,,,,,,,"Inge Dahl-Sørensen",,"Inge Dahl-Sørensen",,,,,,,female,,,,1947-06-29,,Inge,,,,,"Inge Dahl-Sørensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318347,"Inger Bierbaum",,,"Inger Bierbaum","Inger Bierbaum","Inger Bierbaum",,,,,,"Inger Bierbaum",,,"Inger Bierbaum",,"Inger Bierbaum",,,,,,,female,teacher,,,1943-10-31,,Inger,,,,,"Inger Bierbaum","Inger Bierbaum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inger Bierbaum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318378,"Ingrid Rasmussen",,,"Ingrid Rasmussen","Ingrid Rasmussen",,,,,,,,,,"Ingrid Rasmussen",,"Ingrid Rasmussen",,,,,,,female,,,,1947-05-06,,Ingrid,,,,,"Ingrid Rasmussen","Ingrid Rasmussen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318556,"Irene Simonsen",,,"Irene Simonsen","Irene Simonsen",,,,,,,,,,"Irene Simonsen",,"Irene Simonsen",,,,,,https://upload.wikimedia.org/wikipedia/commons/2/20/Irene_Simonsen.jpg,female,,,,1958-12-30,,Irene,,,,,"Irene Simonsen","Irene Simonsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318827,"Jacob Bjerregaard",,"Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard","Jacob Bjerregaard",,,,"Jacob Bjerregaard",,"Jacob Bjerregaard",,,,,,,male,,,,1977-06-14,,,,,,JaBjerregaard,"Jacob Bjerregaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318858,"Jacob Jensen",,"Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen","Jacob Jensen",,,,"Jacob Jensen",,"Jacob Jensen (født 1973)",,,,,,,male,,,,1973-05-26,,,,,,jacobjensenMF,"Jacob Jensen (født 1973)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12318947,"Jakob Ellemann-Jensen",,"Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen","Jakob Ellemann-Jensen",,,"Jakob Ellemann-Jensen",,"Jakob Ellemann-Jensen",,,,,,,male,politician,,,1973-09-25,,Jakob,,,,,"Jakob Ellemann-Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jakob Ellemann-Jensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319014,"Jan E. Jørgensen",,"Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen","Jan E. Jørgensen",,,"Jan E. Jørgensen",,"Jan E. Jørgensen",,,,,,,male,politician,,,1965-02-19,,Jan,http://jan-e.dk/,,,JanEJoergensen,"Jan E. Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319037,"Jan Johansen",,"Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen","Jan Johansen",,,"Jan Johansen",,"Jan Johansen",,,,,,,male,politician,,,1955-12-12,,Jan,http://www.janifolketinget.dk/,,,,"Jan Johansen",,,,janjohansensocialdemokrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319041,"Jan Køpke Christensen",,"Jan Køpke Christensen","Jan Køpke Christensen","Jan Køpke Christensen","Jan Køpke Christensen",,,,,,"Jan Køpke Christensen",,,"Jan Køpke Christensen",,"Jan Køpke Christensen",,,,"Jan Køpke Christensen",,,male,journalist,,,1955-04-09,,Jan,,,,,"Jan Køpke Christensen",,,,,,,,"Jan Køpke Christensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319064,"Jan Petersen",,,"Jan Petersen","Jan Petersen",,,,,,,,,,"Jan Petersen",,"Jan Petersen",,,,,,,male,politician,,,1958-01-25,,Jan,,,,,"Jan Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319087,"Jane Heitmann",,,"Jane Heitmann","Jane Heitmann",,,,,,,,,,"Jane Heitmann",,"Jane Heitmann",,,,,,,female,,,,1968-11-05,,Jane,,,,,"Jane Heitmann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319255,"Jens Christian Larsen",,,"Jens Christian Larsen","Jens Christian Larsen",,,,,,,,,,"Jens Christian Larsen",,"Jens Christian Larsen",,,,,,"https://upload.wikimedia.org/wikipedia/commons/0/06/Jens_Christian_Larsen,_ledamot_av_Nordiska_Radets_presidium_och_ordforande_for_den_danska_delegationen.jpg",male,,,,1942-11-19,,Jens,,,,,"Jens Christian Larsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319257,"Jens Christian Lund",,,"Jens Christian Lund","Jens Christian Lund",,,,,,,,,,"Jens Christian Lund",,"Jens Christian Lund",,,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Paula_Larrain_+_Bjarne_Krogh-Pedersen_+_Jens_Chr._Lund.jpg,male,,,,1945-06-22,,Jens,,,,,"Jens Chr. Lund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319296,"Jens Hald Madsen",,,"Jens Hald Madsen","Jens Hald Madsen","Jens Hald Madsen",,,,,,,,,"Jens Hald Madsen",,"Jens Hald Madsen",,,,,,,male,,,,1968-03-16,,Jens,,,,,"Jens Hald Madsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319299,"Jens Heimburger",,"Jens Heimburger","Jens Heimburger","Jens Heimburger",,,,,,,,,,"Jens Heimburger",,"Jens Heimburger",,,,"Jens Heimburger",,,male,,,,1965-04-23,,Jens,,,,,"Jens Heimburger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319302,"Jens Henrik Thulesen Dahl",,"Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl","Jens Henrik Thulesen Dahl",,,"Jens Henrik Thulesen Dahl",,"Jens Henrik Thulesen Dahl",,,,,,https://upload.wikimedia.org/wikipedia/commons/9/97/Jens_Henrik_Thulesen_Dahl.jpg,male,politician,285085146,,1961-07-20,,Jens,,,,JThulesen,"Jens Henrik Thulesen Dahl",,,,jenshenrik.thulesendahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16704804r,161420540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319328,"Jens Joel",,"Jens Joel","Jens Joel","Jens Joel","Jens Joel","Jens Joel","Jens Joel","Jens Joel","Jens Joel","Jens Joel",,,,"Jens Joel",,"Jens Joel",,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Jens_Joel_Nielsen.jpg,male,,,,1978-05-12,,Jens,,,,,"Jens Joel Nielsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319344,"Jens Jørgensen",,"Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen","Jens Jørgensen",,,"Jens Jørgensen",,"Jens Jørgensen (borgmester)",,,,,,,male,,,,1942-12-21,,Jens,,,,,"Jens Jørgensen (borgmester)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319444,"Jens Peter Vernersen",,,"Jens Peter Vernersen","Jens Peter Vernersen",,,,,,,,,,"Jens Peter Vernersen",,"Jens Peter Vernersen",,,,,,,male,,,,1947-05-03,,Jens,,,,,"Jens Peter Vernersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319448,"Jens Risgaard Knudsen",,,"Jens Risgaard Knudsen","Jens Risgaard Knudsen",,,,,,"Jens Risgaard Knudsen","Jens Risgaard Knudsen",,,"Jens Risgaard Knudsen",,"Jens Risgaard Knudsen",,,"Jens Risgaard Knudsen",,,,male,politician,,,1925-04-14,,Jens,,,,,"Jens Risgaard Knudsen",,,,,,,"Jens Risgaard Knudsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319478,"Jens Thoft",,,"Jens Thoft","Jens Thoft",,,,,,,,,,"Jens Thoft",,"Jens Thoft",,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jens_Thoft_10x15_farve.jpg,male,,,,1945,,Jens,,,,,"Jens Thoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319492,"Jens Vibjerg",,,"Jens Vibjerg","Jens Vibjerg",,,,,,,"Jens Vibjerg",,,"Jens Vibjerg",,"Jens Vibjerg",,,,,,,male,farmer,,,1949-02-01,,Jens,,,,,"Jens Vibjerg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319515,"Jeppe Bruus Christensen",,"Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus","Jeppe Bruus",,,"Jeppe Bruus Christensen",,"Jeppe Bruus Christensen",,,,,,,male,politician,,,1978-04-20,,Jeppe,http://www.jeppebruus.dk,,,JeppeBruus,"Jeppe Bruus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319528,"Jeppe Mikkelsen",,"Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen","Jeppe Mikkelsen",,,"Jeppe Mikkelsen",,"Jeppe Mikkelsen",,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/RV-Mikkelsen.jpg,male,politician,,,1991-02-01,,Jeppe,,,,JeppeMikkelsen,"Jeppe Mikkelsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319603,"Jes Lunde",,,"Jes Lunde","Jes Lunde",,,,,,,"Jes Lunde",,,"Jes Lunde",,"Jes Lunde",,,,,,,male,economist,50543843,,1956-05-07,,,,,,,"Jes Lunde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319657,"Jesper Petersen",,"Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen","Jesper Petersen",,,"Jesper Petersen",,"Jesper Petersen",,,,"Jesper Petersen",,,male,politician,,,1981-08-25,,Jesper,http://www.jesperpetersen.dk/,,,Jesper_Pet,"Jesper Petersen",,,,MFJesper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jesper Petersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319707,"Jette Bergenholz Bautrup",,,"Jette Bergenholz Bautrup","Jette Bergenholz Bautrup",,,,,,,,,,"Jette Bergenholz Bautrup",,"Jette Bergenholz Bautrup",,,,,,,female,,,,1947-04-15,,,,,,,"Jette Bergenholz Bautrup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12319710,"Jette Jespersen",,,"Jette Jespersen","Jette Jespersen",,,,,,,,,,"Jette Jespersen",,"Jette Jespersen",,,,,,,female,,,,1940-08-23,,,,,,,"Jette Jespersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
